,order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id,extract_time_x,source_name_x,late_delivery,latency_days,weekend,orderStatus,Unnamed: 0,item_id,product_id,quantity,list_price_x,discount,extract_time_y,source_name_y,USD_to_EGP,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extract_time,source_name
321,635,520,2016-12-30,2017-01-02,2016-12-31,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,634,1,4,1,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
322,938,129,2017-06-11,2017-06-12,2017-06-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,929,1,4,1,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
323,954,611,2017-06-17,2017-06-20,2017-06-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,945,1,4,2,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
324,963,1432,2017-06-19,2017-06-21,2017-06-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,954,1,4,1,2899.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
325,973,238,2017-06-24,2017-06-27,2017-06-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,962,1,4,2,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
326,1133,517,2017-09-19,2017-09-21,2017-09-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,1115,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
327,1232,665,2017-11-06,2017-11-07,2017-11-09,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,1204,1,4,2,2899.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
328,1269,1236,2017-11-26,2017-11-29,2017-11-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,1240,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
329,13,873,2016-01-08,2016-01-11,2016-01-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,12,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
330,43,1434,2016-01-27,2016-01-28,2016-01-30,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,42,1,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
331,49,608,2016-01-31,2016-02-01,2016-02-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,48,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
332,51,1047,2016-02-01,2016-02-02,2016-02-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,50,1,13,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
333,68,381,2016-02-10,2016-02-11,2016-02-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,67,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
334,99,1165,2016-02-29,2016-03-01,2016-03-03,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,98,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
335,120,327,2016-03-14,2016-03-15,2016-03-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,119,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
336,133,409,2016-03-20,2016-03-22,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,132,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
337,159,32,2016-04-04,2016-04-06,2016-04-06,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,158,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
338,179,616,2016-04-17,2016-04-19,2016-04-19,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,178,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
339,209,514,2016-05-07,2016-05-08,2016-05-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,208,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
340,213,788,2016-05-08,2016-05-09,2016-05-09,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,212,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
341,248,1376,2016-05-30,2016-06-01,2016-05-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,247,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
342,289,849,2016-06-27,2016-06-28,2016-06-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,288,1,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
343,318,1141,2016-07-17,2016-07-19,2016-07-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,317,1,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
344,322,924,2016-07-19,2016-07-22,2016-07-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,321,1,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
345,323,1243,2016-07-19,2016-07-22,2016-07-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,322,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
346,339,1110,2016-07-28,2016-07-31,2016-07-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,338,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
347,346,584,2016-08-01,2016-08-03,2016-08-02,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,345,1,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
348,448,101,2016-09-21,2016-09-22,2016-09-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,447,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
349,463,964,2016-09-27,2016-09-28,2016-09-28,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,462,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
350,481,481,2016-10-04,2016-10-07,2016-10-06,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,480,1,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
351,482,513,2016-10-05,2016-10-06,2016-10-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,481,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
352,485,465,2016-10-06,2016-10-08,2016-10-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,484,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
353,488,921,2016-10-06,2016-10-09,2016-10-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,487,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
354,502,401,2016-10-12,2016-10-13,2016-10-13,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,501,1,13,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
355,503,932,2016-10-13,2016-10-16,2016-10-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,502,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
356,612,634,2016-12-16,2016-12-17,2016-12-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,611,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
357,771,671,2017-03-11,2017-03-14,2017-03-12,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,765,1,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
358,1062,1210,2017-08-15,2017-08-17,2017-08-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,1047,1,13,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
359,1138,254,2017-09-21,2017-09-23,2017-09-22,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,1120,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
360,1197,269,2017-10-21,2017-10-23,2017-10-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,1175,1,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
361,1245,1166,2017-11-13,2017-11-16,2017-11-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,1216,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
362,14,258,2016-01-09,2016-01-11,2016-01-12,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,13,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
363,47,1234,2016-01-29,2016-01-30,2016-01-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,46,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
364,143,693,2016-03-26,2016-03-28,2016-03-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,142,1,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
365,152,76,2016-03-29,2016-03-30,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,151,1,6,2,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
366,168,1147,2016-04-09,2016-04-12,2016-04-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,167,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
367,196,1247,2016-04-28,2016-04-30,2016-05-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,195,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
368,198,640,2016-05-01,2016-05-04,2016-05-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,197,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
369,204,591,2016-05-04,2016-05-07,2016-05-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,203,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
370,208,815,2016-05-06,2016-05-07,2016-05-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,True,Completed,207,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
371,220,1358,2016-05-12,2016-05-14,2016-05-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,219,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
372,224,157,2016-05-17,2016-05-18,2016-05-19,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,223,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
373,235,649,2016-05-24,2016-05-25,2016-05-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,234,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
374,254,510,2016-06-03,2016-06-06,2016-06-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,253,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
375,266,933,2016-06-10,2016-06-13,2016-06-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,265,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
376,291,158,2016-06-29,2016-06-30,2016-07-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,290,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
377,301,17,2016-07-06,2016-07-09,2016-07-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,300,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
378,328,528,2016-07-23,2016-07-26,2016-07-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,327,1,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
379,335,1193,2016-07-25,2016-07-27,2016-07-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,334,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
380,338,1333,2016-07-28,2016-07-29,2016-07-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,337,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
381,350,31,2016-08-03,2016-08-03,2016-08-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Rejected,349,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
382,393,368,2016-08-25,2016-08-26,2016-08-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,392,1,6,2,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
383,402,1335,2016-08-30,2016-09-01,2016-08-31,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,401,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
384,421,240,2016-09-05,2016-09-06,2016-09-08,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,420,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
385,425,843,2016-09-08,2016-09-11,2016-09-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,424,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
386,433,1062,2016-09-12,2016-09-15,2016-09-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,432,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
387,439,149,2016-09-17,2016-09-20,2016-09-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,438,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
388,465,1198,2016-09-28,2016-10-01,2016-10-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,464,1,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
389,477,449,2016-10-02,2016-10-05,2016-10-04,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,476,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
390,487,827,2016-10-06,2016-10-09,2016-10-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,486,1,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
391,492,191,2016-10-09,2016-10-10,2016-10-12,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,491,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
392,519,54,2016-10-22,2016-10-23,2016-10-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,518,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
393,531,116,2016-10-28,2016-10-29,2016-10-30,3,8,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,530,1,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
394,563,365,2016-11-20,2016-11-22,2016-11-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,562,1,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
