,order_id,item_id,product_id,quantity,list_price,discount,extract_time,source_name,USD_to_EGP,list_price_egp
263,264,1,10,1,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
264,265,1,9,2,2999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
265,266,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
266,267,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
267,268,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
268,269,1,5,1,1320.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
269,270,1,25,2,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
270,271,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
271,272,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
272,273,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
273,274,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
274,275,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
275,276,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
276,277,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
277,278,1,16,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
278,279,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
279,280,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
280,281,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
281,282,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
282,283,1,9,1,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
283,284,1,24,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
284,285,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
285,286,1,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
286,287,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
287,288,1,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
288,289,1,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
289,290,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
290,291,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
291,292,1,18,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
292,293,1,19,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
293,294,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
294,295,1,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
295,296,1,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
296,297,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
297,298,1,23,1,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
298,299,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
299,300,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
300,301,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
301,302,1,24,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
302,303,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
303,304,1,10,1,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
304,305,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
305,306,1,10,1,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
306,307,1,15,2,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
307,308,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
308,309,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
309,310,1,7,2,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
310,311,1,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
311,312,1,24,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
312,313,1,4,1,2899.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
313,314,1,5,1,1320.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
314,315,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
315,316,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
316,317,1,10,1,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
317,318,1,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
318,319,1,11,1,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
319,320,1,2,1,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
320,321,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
321,322,1,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
322,323,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
323,324,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
324,325,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
325,326,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
326,327,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
327,328,1,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
328,329,1,14,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
329,330,1,21,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
330,331,1,17,2,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
331,332,1,18,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
332,333,1,18,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
333,334,1,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
334,335,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
335,336,1,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
336,337,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
337,338,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
338,339,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
339,340,1,11,1,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
340,341,1,23,2,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
341,342,1,26,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
342,343,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
343,344,1,22,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
344,345,1,18,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
345,346,1,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
346,347,1,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
347,348,1,5,2,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
348,349,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
349,350,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
350,351,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
351,352,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
352,353,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
353,354,1,21,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
354,355,1,16,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
355,356,1,23,2,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
356,357,1,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
357,358,1,21,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
358,359,1,15,2,529.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
359,360,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
360,361,1,24,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
361,362,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
362,363,1,21,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
363,364,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
364,365,1,24,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
365,366,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
366,367,1,26,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
367,368,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
368,369,1,10,2,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
369,370,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
370,371,1,14,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
371,372,1,11,1,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
372,373,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
373,374,1,10,1,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
374,375,1,21,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
375,376,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
376,377,1,8,1,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
377,378,1,26,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
378,379,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
379,380,1,16,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
380,381,1,21,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
381,382,1,8,1,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
382,383,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
383,384,1,20,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
384,385,1,21,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
385,386,1,8,1,1799.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
386,387,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
387,388,1,19,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
388,389,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
389,390,1,23,1,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
390,391,1,8,1,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
391,392,1,14,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
392,393,1,6,2,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
393,394,1,23,1,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
394,395,1,14,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
395,396,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
396,397,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
397,398,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
398,399,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
399,400,1,24,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
400,401,1,23,1,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
401,402,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
402,403,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
403,404,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
404,405,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
405,406,1,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
406,407,1,20,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
407,408,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
408,409,1,15,1,529.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
409,410,1,25,1,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
410,411,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
411,412,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
412,413,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
413,414,1,4,2,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
414,415,1,3,1,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
415,416,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
416,417,1,26,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
417,418,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
418,419,1,9,1,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
419,420,1,17,2,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
420,421,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
421,422,1,20,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
422,423,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
423,424,1,22,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
424,425,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
425,426,1,10,1,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
426,427,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
427,428,1,5,2,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
428,429,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
429,430,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
430,431,1,14,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
431,432,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
432,433,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
433,434,1,21,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
434,435,1,22,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
435,436,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
436,437,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
437,438,1,4,1,2899.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
438,439,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
439,440,1,19,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
440,441,1,12,1,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
441,442,1,16,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
442,443,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
443,444,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
444,445,1,7,1,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
445,446,1,22,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
446,447,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
447,448,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
448,449,1,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
449,450,1,24,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
450,451,1,14,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
451,452,1,11,1,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
452,453,1,23,1,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
453,454,1,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
454,455,1,9,1,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
455,456,1,17,2,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
456,457,1,24,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
457,458,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
458,459,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
459,460,1,19,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
460,461,1,16,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
461,462,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
462,463,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
463,464,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
464,465,1,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
465,466,1,19,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
466,467,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
467,468,1,19,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
468,469,1,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
469,470,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
470,471,1,14,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
471,472,1,15,1,529.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
472,473,1,26,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
473,474,1,19,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
474,475,1,17,2,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
475,476,1,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
476,477,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
477,478,1,21,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
478,479,1,26,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
479,480,1,4,1,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
480,481,1,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
481,482,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
482,483,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
483,484,1,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
484,485,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
485,486,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
486,487,1,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
487,488,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
488,489,1,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
489,490,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
490,491,1,9,2,2999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
491,492,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
492,493,1,15,1,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
493,494,1,23,1,299.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
494,495,1,22,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
495,496,1,23,1,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
496,497,1,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
497,498,1,24,1,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
498,499,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
499,500,1,12,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
500,501,1,19,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
501,502,1,13,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
502,503,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
503,504,1,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
504,505,1,26,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
505,506,1,25,1,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
506,507,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
507,508,1,8,1,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
508,509,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
509,510,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
510,511,1,22,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
511,512,1,21,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
512,513,1,7,1,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
513,514,1,18,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
514,515,1,8,1,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
515,516,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
516,517,1,21,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
517,518,1,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
518,519,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
519,520,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
520,521,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
521,522,1,4,2,2899.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
522,523,1,12,1,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
523,524,1,11,1,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
524,525,1,9,2,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
525,526,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
526,527,1,18,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
