order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source_name
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,2024-04-30 23:39:11.699093,bikestore.orders
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,2024-04-30 23:39:11.699093,bikestore.orders
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,2024-04-30 23:39:11.699093,bikestore.orders
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,2024-04-30 23:39:11.699093,bikestore.orders
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders
264,5,3,2016-06-10,2016-06-10,NULL,1,3,2024-04-30 23:39:11.699093,bikestore.orders
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,2024-04-30 23:39:11.699093,bikestore.orders
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,2024-04-30 23:39:11.699093,bikestore.orders
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,2024-04-30 23:39:11.699093,bikestore.orders
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,2024-04-30 23:39:11.699093,bikestore.orders
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,2024-04-30 23:39:11.699093,bikestore.orders
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,2024-04-30 23:39:11.699093,bikestore.orders
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,2024-04-30 23:39:11.699093,bikestore.orders
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,2024-04-30 23:39:11.699093,bikestore.orders
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,2024-04-30 23:39:11.699093,bikestore.orders
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,2024-04-30 23:39:11.699093,bikestore.orders
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,2024-04-30 23:39:11.699093,bikestore.orders
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,2024-04-30 23:39:11.699093,bikestore.orders
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,2024-04-30 23:39:11.699093,bikestore.orders
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,2024-04-30 23:39:11.699093,bikestore.orders
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,2024-04-30 23:39:11.699093,bikestore.orders
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,2024-04-30 23:39:11.699093,bikestore.orders
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,2024-04-30 23:39:11.699093,bikestore.orders
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,2024-04-30 23:39:11.699093,bikestore.orders
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,2024-04-30 23:39:11.699093,bikestore.orders
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,2024-04-30 23:39:11.699093,bikestore.orders
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,2024-04-30 23:39:11.699093,bikestore.orders
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,2024-04-30 23:39:11.699093,bikestore.orders
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,2024-04-30 23:39:11.699093,bikestore.orders
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,2024-04-30 23:39:11.699093,bikestore.orders
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,2024-04-30 23:39:11.699093,bikestore.orders
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,2024-04-30 23:39:11.699093,bikestore.orders
349,30,3,2016-08-03,2016-08-03,NULL,1,3,2024-04-30 23:39:11.699093,bikestore.orders
350,31,3,2016-08-03,2016-08-03,NULL,1,3,2024-04-30 23:39:11.699093,bikestore.orders
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,2024-04-30 23:39:11.699093,bikestore.orders
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,2024-04-30 23:39:11.699093,bikestore.orders
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,2024-04-30 23:39:11.699093,bikestore.orders
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders
357,14,3,2016-08-05,2016-08-05,NULL,3,8,2024-04-30 23:39:11.699093,bikestore.orders
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,2024-04-30 23:39:11.699093,bikestore.orders
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,2024-04-30 23:39:11.699093,bikestore.orders
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,2024-04-30 23:39:11.699093,bikestore.orders
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,2024-04-30 23:39:11.699093,bikestore.orders
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,2024-04-30 23:39:11.699093,bikestore.orders
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,2024-04-30 23:39:11.699093,bikestore.orders
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,2024-04-30 23:39:11.699093,bikestore.orders
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,2024-04-30 23:39:11.699093,bikestore.orders
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,2024-04-30 23:39:11.699093,bikestore.orders
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,2024-04-30 23:39:11.699093,bikestore.orders
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,2024-04-30 23:39:11.699093,bikestore.orders
391,61,3,2016-08-23,2016-08-23,NULL,3,9,2024-04-30 23:39:11.699093,bikestore.orders
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,2024-04-30 23:39:11.699093,bikestore.orders
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,2024-04-30 23:39:11.699093,bikestore.orders
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,2024-04-30 23:39:11.699093,bikestore.orders
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,2024-04-30 23:39:11.699093,bikestore.orders
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,2024-04-30 23:39:11.699093,bikestore.orders
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,2024-04-30 23:39:11.699093,bikestore.orders
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
407,77,3,2016-09-01,2016-09-01,NULL,3,8,2024-04-30 23:39:11.699093,bikestore.orders
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,2024-04-30 23:39:11.699093,bikestore.orders
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,2024-04-30 23:39:11.699093,bikestore.orders
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,2024-04-30 23:39:11.699093,bikestore.orders
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,2024-04-30 23:39:11.699093,bikestore.orders
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,2024-04-30 23:39:11.699093,bikestore.orders
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,2024-04-30 23:39:11.699093,bikestore.orders
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,2024-04-30 23:39:11.699093,bikestore.orders
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,2024-04-30 23:39:11.699093,bikestore.orders
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,2024-04-30 23:39:11.699093,bikestore.orders
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,2024-04-30 23:39:11.699093,bikestore.orders
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2024-04-30 23:39:11.699093,bikestore.orders
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,2024-04-30 23:39:11.699093,bikestore.orders
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,2024-04-30 23:39:11.699093,bikestore.orders
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,2024-04-30 23:39:11.699093,bikestore.orders
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,2024-04-30 23:39:11.699093,bikestore.orders
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,2024-04-30 23:39:11.699093,bikestore.orders
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,2024-04-30 23:39:11.699093,bikestore.orders
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,2024-04-30 23:39:11.699093,bikestore.orders
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,2024-04-30 23:39:11.699093,bikestore.orders
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,2024-04-30 23:39:11.699093,bikestore.orders
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,2024-04-30 23:39:11.699093,bikestore.orders
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,2024-04-30 23:39:11.699093,bikestore.orders
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,2024-04-30 23:39:11.699093,bikestore.orders
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,2024-04-30 23:39:11.699093,bikestore.orders
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,2024-04-30 23:39:11.699093,bikestore.orders
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,2024-04-30 23:39:11.699093,bikestore.orders
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,2024-04-30 23:39:11.699093,bikestore.orders
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,2024-04-30 23:39:11.699093,bikestore.orders
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,2024-04-30 23:39:11.699093,bikestore.orders
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,2024-04-30 23:39:11.699093,bikestore.orders
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,2024-04-30 23:39:11.699093,bikestore.orders
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders
