order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source_name,late_delivery,latency_days,weekend,orderStatus
406,1380,2016-08-31,2016-09-02,2016-09-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
407,77,2016-09-01,2016-09-01,2016-09-01,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Rejected
408,1071,2016-09-01,2016-09-02,2016-09-02,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
409,416,2016-09-01,2016-09-04,2016-09-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
410,1151,2016-09-01,2016-09-03,2016-09-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
411,261,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
412,1202,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
413,717,2016-09-02,2016-09-05,2016-09-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
414,917,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
415,1265,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
416,1377,2016-09-03,2016-09-04,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
417,359,2016-09-04,2016-09-05,2016-09-06,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
418,88,2016-09-04,2016-09-05,2016-09-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
419,14,2016-09-04,2016-09-07,2016-09-06,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
420,72,2016-09-05,2016-09-06,2016-09-07,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
421,240,2016-09-05,2016-09-06,2016-09-08,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
422,398,2016-09-06,2016-09-07,2016-09-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
423,1397,2016-09-06,2016-09-09,2016-09-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
424,67,2016-09-08,2016-09-11,2016-09-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
425,843,2016-09-08,2016-09-11,2016-09-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
426,944,2016-09-08,2016-09-10,2016-09-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
427,434,2016-09-09,2016-09-10,2016-09-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
428,1039,2016-09-09,2016-09-12,2016-09-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
429,153,2016-09-10,2016-09-12,2016-09-12,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
430,272,2016-09-11,2016-09-13,2016-09-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
431,1217,2016-09-11,2016-09-12,2016-09-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
432,169,2016-09-12,2016-09-15,2016-09-14,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
433,1062,2016-09-12,2016-09-15,2016-09-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
434,726,2016-09-13,2016-09-15,2016-09-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
435,77,2016-09-14,2016-09-15,2016-09-16,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
436,791,2016-09-16,2016-09-19,2016-09-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
437,1085,2016-09-16,2016-09-18,2016-09-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
438,314,2016-09-16,2016-09-19,2016-09-18,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
439,149,2016-09-17,2016-09-20,2016-09-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
440,882,2016-09-17,2016-09-18,2016-09-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
441,704,2016-09-18,2016-09-19,2016-09-19,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
442,667,2016-09-18,2016-09-21,2016-09-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
443,1371,2016-09-18,2016-09-19,2016-09-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
444,30,2016-09-19,2016-09-20,2016-09-21,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
445,362,2016-09-19,2016-09-22,2016-09-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
446,399,2016-09-19,2016-09-21,2016-09-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
447,808,2016-09-20,2016-09-23,2016-09-22,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
448,101,2016-09-21,2016-09-22,2016-09-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
449,492,2016-09-21,2016-09-24,2016-09-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
450,575,2016-09-21,2016-09-24,2016-09-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
451,1146,2016-09-21,2016-09-23,2016-09-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
452,997,2016-09-22,2016-09-23,2016-09-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
453,1028,2016-09-22,2016-09-24,2016-09-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
454,988,2016-09-23,2016-09-25,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
455,1055,2016-09-23,2016-09-24,2016-09-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
456,1061,2016-09-23,2016-09-26,2016-09-25,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
457,1349,2016-09-24,2016-09-27,2016-09-27,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
458,197,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
459,874,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
460,691,2016-09-25,2016-09-27,2016-09-26,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
461,853,2016-09-26,2016-09-27,2016-09-27,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
462,852,2016-09-27,2016-09-28,2016-09-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
463,964,2016-09-27,2016-09-28,2016-09-28,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
464,74,2016-09-28,2016-09-30,2016-09-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
465,1198,2016-09-28,2016-10-01,2016-10-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
466,1440,2016-09-28,2016-09-29,2016-10-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
467,555,2016-09-28,2016-09-30,2016-09-30,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
468,1261,2016-09-29,2016-10-02,2016-09-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
469,1089,2016-09-29,2016-10-02,2016-10-02,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
470,641,2016-09-30,2016-10-02,2016-10-02,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
471,697,2016-09-30,2016-10-02,2016-10-01,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
472,468,2016-09-30,2016-10-01,2016-10-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
473,549,2016-09-30,2016-10-02,2016-10-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
474,553,2016-10-01,2016-10-04,2016-10-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
475,241,2016-10-01,2016-10-04,2016-10-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
476,559,2016-10-01,2016-10-04,2016-10-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
477,449,2016-10-02,2016-10-05,2016-10-04,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
478,304,2016-10-02,2016-10-05,2016-10-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
479,984,2016-10-03,2016-10-04,2016-10-04,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
480,686,2016-10-04,2016-10-07,2016-10-05,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
481,481,2016-10-04,2016-10-07,2016-10-06,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
482,513,2016-10-05,2016-10-06,2016-10-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
483,703,2016-10-06,2016-10-07,2016-10-09,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
484,421,2016-10-06,2016-10-09,2016-10-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
485,465,2016-10-06,2016-10-08,2016-10-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
486,709,2016-10-06,2016-10-08,2016-10-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
487,827,2016-10-06,2016-10-09,2016-10-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
488,921,2016-10-06,2016-10-09,2016-10-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
489,899,2016-10-06,2016-10-08,2016-10-08,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
490,876,2016-10-07,2016-10-10,2016-10-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
491,1048,2016-10-08,2016-10-10,2016-10-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
492,191,2016-10-09,2016-10-10,2016-10-12,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
493,796,2016-10-09,2016-10-12,2016-10-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
494,875,2016-10-09,2016-10-10,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
495,712,2016-10-10,2016-10-12,2016-10-13,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
496,193,2016-10-10,2016-10-12,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
497,785,2016-10-10,2016-10-11,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
498,1331,2016-10-10,2016-10-12,2016-10-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
499,260,2016-10-11,2016-10-14,2016-10-13,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
500,148,2016-10-11,2016-10-12,2016-10-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
501,977,2016-10-11,2016-10-12,2016-10-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
502,401,2016-10-12,2016-10-13,2016-10-13,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
503,932,2016-10-13,2016-10-16,2016-10-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
504,1381,2016-10-14,2016-10-15,2016-10-15,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
505,721,2016-10-14,2016-10-16,2016-10-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
506,831,2016-10-14,2016-10-16,2016-10-16,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
507,1378,2016-10-15,2016-10-17,2016-10-17,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
508,1359,2016-10-15,2016-10-18,2016-10-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
509,235,2016-10-16,2016-10-17,2016-10-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
510,586,2016-10-17,2016-10-18,2016-10-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
511,377,2016-10-18,2016-10-20,2016-10-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
512,8,2016-10-19,2016-10-22,2016-10-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
513,155,2016-10-19,2016-10-21,2016-10-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
514,927,2016-10-19,2016-10-21,2016-10-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
515,986,2016-10-19,2016-10-20,2016-10-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
516,111,2016-10-21,2016-10-23,2016-10-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
517,613,2016-10-21,2016-10-22,2016-10-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
518,1374,2016-10-22,2016-10-24,2016-10-25,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
519,54,2016-10-22,2016-10-23,2016-10-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
520,639,2016-10-23,2016-10-26,2016-10-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
521,664,2016-10-23,2016-10-25,2016-10-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
522,724,2016-10-23,2016-10-24,2016-10-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
523,1056,2016-10-24,2016-10-26,2016-10-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
524,569,2016-10-25,2016-10-26,2016-10-27,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
525,1315,2016-10-26,2016-10-28,2016-10-29,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
526,1096,2016-10-26,2016-10-28,2016-10-28,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
527,506,2016-10-27,2016-10-29,2016-10-28,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
528,676,2016-10-28,2016-10-31,2016-10-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
529,753,2016-10-28,2016-10-30,2016-10-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
530,773,2016-10-28,2016-10-31,2016-10-31,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
531,116,2016-10-28,2016-10-29,2016-10-30,3,8,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
532,817,2016-10-29,2016-10-31,2016-10-30,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
533,1334,2016-10-29,2016-11-01,2016-11-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
534,1406,2016-10-29,2016-10-30,2016-10-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
535,835,2016-10-29,2016-10-31,2016-11-01,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
536,759,2016-10-31,2016-11-02,2016-11-01,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
537,1353,2016-10-31,2016-11-01,2016-11-03,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
538,341,2016-11-02,2016-11-05,2016-11-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
539,1144,2016-11-02,2016-11-04,2016-11-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
540,1429,2016-11-03,2016-11-05,2016-11-06,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
541,1228,2016-11-04,2016-11-07,2016-11-07,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
542,313,2016-11-04,2016-11-06,2016-11-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
543,62,2016-11-06,2016-11-09,2016-11-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
544,321,2016-11-06,2016-11-07,2016-11-08,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
545,1108,2016-11-08,2016-11-10,2016-11-09,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
546,470,2016-11-09,2016-11-12,2016-11-10,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
547,20,2016-11-09,2016-11-11,2016-11-10,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
548,739,2016-11-11,2016-11-13,2016-11-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
549,64,2016-11-12,2016-11-12,2016-11-13,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Rejected
550,892,2016-11-12,2016-11-14,2016-11-15,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
551,1169,2016-11-12,2016-11-13,2016-11-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
552,1282,2016-11-12,2016-11-15,2016-11-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
553,913,2016-11-12,2016-11-13,2016-11-15,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
554,104,2016-11-13,2016-11-14,2016-11-16,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
555,212,2016-11-13,2016-11-14,2016-11-16,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
556,61,2016-11-13,2016-11-14,2016-11-15,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
557,1248,2016-11-14,2016-11-17,2016-11-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
558,1443,2016-11-15,2016-11-16,2016-11-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
559,959,2016-11-16,2016-11-17,2016-11-17,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
560,1405,2016-11-18,2016-11-19,2016-11-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
561,90,2016-11-19,2016-11-22,2016-11-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
562,942,2016-11-19,2016-11-20,2016-11-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
563,365,2016-11-20,2016-11-22,2016-11-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
564,1058,2016-11-20,2016-11-23,2016-11-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
565,894,2016-11-21,2016-11-22,2016-11-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
566,298,2016-11-22,2016-11-25,2016-11-23,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
567,1430,2016-11-22,2016-11-23,2016-11-23,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
568,1275,2016-11-23,2016-11-25,2016-11-24,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
569,707,2016-11-23,2016-11-24,2016-11-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
570,989,2016-11-23,2016-11-24,2016-11-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
571,5,2016-11-24,2016-11-25,2016-11-27,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
572,178,2016-11-24,2016-11-26,2016-11-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
573,423,2016-11-24,2016-11-26,2016-11-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
574,833,2016-11-26,2016-11-27,2016-11-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
575,33,2016-11-27,2016-11-28,2016-11-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
576,1272,2016-11-27,2016-11-30,2016-11-28,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
577,445,2016-11-27,2016-11-30,2016-11-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
578,819,2016-11-27,2016-11-28,2016-11-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
579,160,2016-11-27,2016-11-30,2016-11-29,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
580,581,2016-11-30,2016-12-02,2016-12-02,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
581,688,2016-12-03,2016-12-05,2016-12-06,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
582,32,2016-12-04,2016-12-04,2016-12-06,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Rejected
583,792,2016-12-04,2016-12-05,2016-12-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
584,1209,2016-12-04,2016-12-05,2016-12-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
585,1219,2016-12-04,2016-12-05,2016-12-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
586,1306,2016-12-04,2016-12-06,2016-12-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
587,487,2016-12-06,2016-12-08,2016-12-08,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
588,102,2016-12-06,2016-12-07,2016-12-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
589,719,2016-12-06,2016-12-07,2016-12-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
590,990,2016-12-06,2016-12-09,2016-12-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
591,1211,2016-12-06,2016-12-09,2016-12-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
592,1232,2016-12-06,2016-12-08,2016-12-08,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
593,50,2016-12-07,2016-12-10,2016-12-08,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
594,1318,2016-12-07,2016-12-08,2016-12-08,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
595,538,2016-12-08,2016-12-09,2016-12-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
596,952,2016-12-08,2016-12-09,2016-12-09,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
597,1121,2016-12-08,2016-12-09,2016-12-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
598,40,2016-12-09,2016-12-09,2016-12-10,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Rejected
599,1,2016-12-09,2016-12-10,2016-12-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
600,624,2016-12-09,2016-12-12,2016-12-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
601,683,2016-12-09,2016-12-10,2016-12-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
602,823,2016-12-09,2016-12-10,2016-12-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
603,1032,2016-12-09,2016-12-10,2016-12-10,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
604,96,2016-12-10,2016-12-13,2016-12-12,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
605,1208,2016-12-10,2016-12-11,2016-12-12,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
606,18,2016-12-11,2016-12-12,2016-12-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
607,309,2016-12-11,2016-12-14,2016-12-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
608,1103,2016-12-12,2016-12-15,2016-12-14,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
609,896,2016-12-12,2016-12-13,2016-12-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
610,711,2016-12-13,2016-12-15,2016-12-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
611,1073,2016-12-15,2016-12-17,2016-12-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
612,634,2016-12-16,2016-12-17,2016-12-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
613,1159,2016-12-17,2016-12-19,2016-12-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
614,654,2016-12-18,2016-12-21,2016-12-21,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
615,560,2016-12-19,2016-12-22,2016-12-21,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
616,1444,2016-12-20,2016-12-23,2016-12-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
617,118,2016-12-21,2016-12-23,2016-12-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
618,131,2016-12-21,2016-12-22,2016-12-22,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
619,454,2016-12-22,2016-12-25,2016-12-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
620,466,2016-12-22,2016-12-24,2016-12-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
621,1157,2016-12-23,2016-12-25,2016-12-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
622,1398,2016-12-23,2016-12-26,2016-12-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
623,678,2016-12-24,2016-12-26,2016-12-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
624,814,2016-12-24,2016-12-25,2016-12-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
625,1163,2016-12-25,2016-12-28,2016-12-26,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
626,130,2016-12-25,2016-12-28,2016-12-27,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
627,1119,2016-12-25,2016-12-26,2016-12-28,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
